year,built_prop,veg_prop,water_prop,other_prop
2020,0.21767068225635156,0.7610148188466753,0.0054284531283276755,0.01588604576864545
2021,0.23119364482100077,0.7612444036290399,0.00568375444893708,0.001878197101022254
